Ctrl-Shift-U;Changes the selected text to uppercase characters;Visual Studio
Ctrl-Shift-Spacebar;Displays a tooltip that contains information for the current parameter, based on the current language;Visual Studio
Ctrl-M, Ctrl-U;Removes the outlining information for the currently selected region;Visual Studio
Ctrl-M, Ctrl-P;Removes all outlining information from the entire document;Visual Studio
Ctrl-R, Ctrl-P;Swaps the anchor and endpoint of the current selection;Visual Studio
Ctrl-M, Ctrl-L;Toggles all previously marked hidden text sections between hidden and display states;Visual Studio
Ctrl-K, Ctrl-K;Sets or removes a bookmark at the current line;Visual Studio
Ctrl-M, Ctrl-M;Toggles the currently selected hidden text section or the section containing the cursor if there is no selection between the hidden and display states;Visual Studio
Ctrl-K, Ctrl-H;Sets or removes a shortcut in the tasklist to the current line;Visual Studio
Ctrl-R, Ctrl-R;Enables or disables word wrap in an editor;Visual Studio
Ctrl-R, Ctrl-W;Shows or hides spaces and tab marks;Visual Studio
Ctrl-Delete;Deletes the word to the right of the cursor;Visual Studio
Ctrl-Backspace;Deletes the word to the left of the cursor;Visual Studio
Ctrl-Shift-T;Transposes the two words that follow the cursor. (For example, |End Sub would be changed to read Sub End|.);Visual Studio
Ctrl-.[dot];Display options on smarttag menu.Very useful for showing using/Imports options.;Visual Studio
Shift-Left Arrow;Moves the cursor to the left one character, extending the selection;Visual Studio
Shift-Alt-Left Arrow;Moves the cursor to the left one character, extending the column selection;Visual Studio
Shift-Right Arrow;Moves the cursor to the right one character, extending the selection;Visual Studio
Shift-Alt-Right Arrow;Moves the cursor to the right one character, extending the column selection;Visual Studio
Ctrl-Shift-End;Moves the cursor to the end of the document, extending the selection;Visual Studio
Ctrl-Shift-Home;Moves the cursor to the start of the document, extending the selection;Visual Studio
Ctrl-Shift-];Moves the cursor to the next brace, extending the selection;Visual Studio
Shift-Down Arrow;Moves the cursor down one line, extending the selection;Visual Studio
Shift-Alt-Down Arrow;Moves the cursor down one line, extending the column selection;Visual Studio
Shift-End;Moves the cursor to the end of the current line, extending the selection;Visual Studio
Shift-Alt-End;Moves the cursor to the end of the line, extending the column selection;Visual Studio
Shift-Home;Moves the cursor to the start of the line, extending the selection;Visual Studio
Shift-Alt-Home;Moves the cursor to the start of the line, extending the column selection;Visual Studio
Shift-Up Arrow;Moves the cursor up one line, extending the selection;Visual Studio
Shift-Alt-Up Arrow;Moves the cursor up one line, extending the column selection;Visual Studio
Shift-Page Down;Extends selection down one page;Visual Studio
Shift-Page Up;Extends selection up one page;Visual Studio
Ctrl-A;Selects everything in the current document;Visual Studio
Ctrl-W;Selects the word containing the cursor or the word to the right of the cursor;Visual Studio
Ctrl-=;Selects from the current location in the editor back to the previous location in the navigation history;Visual Studio
Ctrl-Shift-Page Down;Moves the cursor to the last line in view, extending the selection;Visual Studio
Ctrl-Shift-Page Up;Moves the cursor to the top of the current window, extending the selection;Visual Studio
Ctrl-Shift-Alt-Right Arrow;Moves the cursor to the right one word, extending the column selection;Visual Studio
Ctrl-Shift-Left Arrow;Moves the cursor one word to the left, extending the selection;Visual Studio
Ctrl-Shift-Alt-Left Arrow;Moves the cursor to the left one word, extending the column selection;Visual Studio
Ctrl-Shift-B ;Builds the solution;Visual Studio
Ctrl-N;Displays the New File dialog. Note: files created this way are not associated with a project. Use Ctrl-Shift-A to add a new file in a project;Visual Studio
Ctrl-Shift-N;Displays the New Project dialog;Visual Studio
Ctrl-O;Displays the Open File dialog;Visual Studio
Ctrl-Shift-O;Displays the Open Project dialog;Visual Studio
Shift-Alt-A;Displays the Add Existing Item dialog;Visual Studio
Ctrl-Shift-A;Displays the Add New Item dialog;Visual Studio
Ctrl-Alt-Insert;Allows you to override base class methods in a derived class when an overridable method is highlighted in the Class View pane;Visual Studio
Shift-Alt-Enter;Toggles full screen mode;Visual Studio
Ctrl-+;Goes back to the previous location in the navigation history. (For example, if you press Ctrl-Home to go to the start of a document, this shortcut will take the cursor back to wherever it was before you pressed Ctrl-Home.);Visual Studio
Ctrl-Shift-+;Moves forward in the navigation history. This is effectively an undo for the View.NavigateBackward operation;Visual Studio
Ctrl-F4;Closes the current MDI child window;Visual Studio
Shift-Esc;Closes the current tool window;Visual Studio
Ctrl-F2;Moves the cursor to the navigation bar at the top of a code view;Visual Studio
Ctrl-Tab ;Cycles through the MDI child windows one window at a time;Visual Studio
Ctrl-F6,Ctrl-Shift-Tab;Moves to the previous MDI child window;Visual Studio
Alt-F6,Ctrl-Shift-F6;Moves to the next tool window;Visual Studio
Shift-Alt-F6;Moves to the previously selected window;Visual Studio
F6;Moves to the next pane of a split pane view of a single document;Visual Studio
Shift-F6;Moves to the previous pane of a document in split pane view;Visual Studio
Ctrl-Pagedown;Moves to the next tab in the document or window (e.g., you can use this to switch the HTML editor from its design view to its HTML view;Visual Studio
Ctrl-PageUp;Moves to the previous tab in the document or window;Visual Studio
Ctrl-Down Arrow;Moves the selected control down in increments of one on the design surface;Visual Studio
Down Arrow;Moves the selected control down to the next grid position on the design surface;Visual Studio
Ctrl-Left Arrow;Moves the control to the left in increments of one on the design surface;Visual Studio
Left Arrow;Moves the control to the left to the next grid position on the design surface;Visual Studio
Ctrl-Right Arrow;Moves the control to the right in increments of one on the design surface;Visual Studio
Right Arrow;Moves the control to the right into the next grid position on the design surface;Visual Studio
Ctrl-Up Arrow;Moves the control up in increments of one on the design surface;Visual Studio
Up Arrow;Moves the control up into the next grid position on the design surface;Visual Studio
Tab;Moves to the next control in the tab order;Visual Studio
Shift-Tab;Moves to the previous control in the tab order;Visual Studio
Ctrl-Shift-Down Arrow;Increases the height of the control in increments of one on the design surface;Visual Studio
Shift-Down Arrow;Increases the height of the control to the next grid position on the design surface;Visual Studio
Ctrl-Shift-Left Arrow;Reduces the width of the control in increments of one on the design surface;Visual Studio
Shift-Left Arrow;Reduces the width of the control to the next grid position on the design surface;Visual Studio
Ctrl-Shift-Right Arrow;Increases the width of the control in increments of one on the design surface;Visual Studio
Shift-Left Arrow;Increases the width of the control to the next grid position on the design surface;Visual Studio
Ctrl-Shift-Up Arrow;Decreases the height of the control in increments of one on the design surface;Visual Studio
Shift-Up Arrow;Decreases the height of the control to the next grid position on the design surface;Visual Studio
Ctrl-F;Displays the Find dialog;Visual Studio
Ctrl-Shift-F;Displays the Find in Files dialog;Visual Studio
F3;Finds the next occurrence of the previous search text;Visual Studio
Ctrl-F3;Finds the next occurrence of the currently selected text or the word under the cursor if there is no selection;Visual Studio
Shift-F3;Finds the previous occurrence of the search text;Visual Studio
Ctrl-Shift-F3;Finds the previous occurrence of the currently selected text or the word under the cursor;Visual Studio
Ctrl-D;Places the cursor in the Find/Command line on the Standard toolbar;Visual Studio
Alt-F3, H;Selects or clears the Search Hidden Text option for the Find dialog;Visual Studio
Ctrl-I;Starts an incremental search—after pressing Ctrl-I, you can type in text, and for each letter you type, VS.NET will find the first occurrence of the sequence of letters you have typed so far. This is a very convenient facility, as it lets you find text by typing in exactly as many characters as are required to locate the text and no more. If you press Ctrl-I a second time without typing any characters, it recalls the previous pattern. If you press it a third time or you press it when an incremental search has already found a match, VS.NET searches for the next occurrence.;Visual Studio
Alt-F3, C;Selects or clears the Match Case option for Find and Replace operations;Visual Studio
Alt-F3, R;Selects or clears the Regular Expression option so that special characters can be used in Find and Replace operations;Visual Studio
Ctrl-H;Displays the Replace dialog;Visual Studio
Ctrl-Shift-H;Displays the Replace in Files dialog;Visual Studio
Ctrl-Shift-I;Performs an incremental search in reverse direction;Visual Studio
Alt-F3, S;Halts the current Find in Files operation;Visual Studio
Alt-F3, B;Selects or clears the Search Up option for Find and Replace operations;Visual Studio
Alt-F3, W;Selects or clears the Match Whole Word option for Find and Replace operations;Visual Studio
Alt-F3, P;Selects or clears the Wildcard option for Find and Replace operations;Visual Studio
Ctrl-Alt-F1;Displays the Contents window for the documentation;Visual Studio
Ctrl-F1;Displays the Dynamic Help window, which displays different topics depending on what items currently have focus. If the focus is in a source window, the Dynamic Help window will display help topics that are relevant to the text under the cursor;Visual Studio
F1;Displays a topic from Help that corresponds to the part of the user interface that currently has the focus. If the focus is in a source window, Help will try to display a topic relevant to the text under the cursor;Visual Studio
Ctrl-Alt-F2;Displays the Help Index window;Visual Studio
Shift-Alt-F2;Displays the Index Results window, which lists the topics that contain the keyword selected in the Index window;Visual Studio
Alt-Down Arrow;Displays the next topic in the table of contents. Available only in the Help browser window;Visual Studio
Alt-Up Arrow;Displays the previous topic in the table of contents. Available only in the Help browser window;Visual Studio
Ctrl-Alt-F3;Displays the Search window, which allows you to search for words or phrases in the documentation;Visual Studio
Shift-Alt-F3;Displays the Search Results window, which displays a list of topics that contain the string searched for from the Search window.;Visual Studio
Shift-F1;Displays a topic from Help that corresponds to the user interface item that has the focus;Visual Studio
Ctrl-Alt-V, A;Displays the Auto window to view the values of variables currently in the scope of the current line of execution within the current procedure;Visual Studio
Ctrl-Alt-Break;Temporarily stops execution of all processes in a debugging session. Available only in run mode;Visual Studio
Ctrl-Alt-B;Displays the Breakpoints dialog, where you can add and modify breakpoints;Visual Studio
Ctrl-Alt-C;Displays the Call Stack window to display a list of all active procedures or stack frames for the current thread of execution. Available only in break mode;Visual Studio
Ctrl-Shift-F9;Clears all of the breakpoints in the project;Visual Studio
Ctrl-Alt-D;Displays the Disassembly window;Visual Studio
Ctrl-F9;Enables or disables the breakpoint on the current line of code. The line must already have a breakpoint for this to work;Visual Studio
Ctrl-Alt-E;Displays the Exceptions dialog;Visual Studio
Ctrl-Alt-I;Displays the Immediate window, where you can evaluate expressions and execute individual commands;Visual Studio
Ctrl-Alt-V, L;Displays the Locals window to view the variables and their values for the currently selected procedure in the stack frame;Visual Studio
Ctrl-Alt-M, 1;Displays the Memory 1 window to view memory in the process being debugged. This is particularly useful when you do not have debugging symbols available for the code you are looking at. It is also helpful for looking at large buffers, strings, and other data that does not display clearly in the Watch or Variables window;Visual Studio
Ctrl-Alt-M, 2;Displays the Memory 2 window;Visual Studio
Ctrl-Alt-M, 3;Displays the Memory 3 window;Visual Studio
Ctrl-Alt-M, 4;Displays the Memory 4 window;Visual Studio
Ctrl-Alt-U;Displays the Modules window, which allows you to view the .dll or .exe files loaded by the program. In multiprocess debugging, you can right-click and select Show Modules for all programs;Visual Studio
Ctrl-B;Opens the New Breakpoint dialog;Visual Studio
Ctrl-Alt-Q;Displays the Quick Watch dialog with the current value of the selected expression. Available only in break mode. Use this command to check the current value of a variable, property, or other expression for which you have not defined a watch expression;Visual Studio
Ctrl-Alt-G;Displays the Registers window, which displays CPU register contents;Visual Studio
Ctrl-Shift-F5;Terminates the current debugging session, rebuilds if necessary, and then starts a new debugging session. Available in break and run modes;Visual Studio
Ctrl-Alt-N;Displays the Running Documents window that displays the set of HTML documents that you are in the process of debugging. Available in break and run modes;Visual Studio
Ctrl-F10;Starts or resumes execution of your code and then halts execution when it reaches the selected statement. This starts the debugger if it is not already running;Visual Studio
Ctrl-Shift-F10;Sets the execution point to the line of code you choose;Visual Studio
Alt-NUM *;Highlights the next statement to be executed;Visual Studio
F5;If not currently debugging, this runs the startup project or projects and attaches the debugger. If in break mode, this allows execution to continue (i.e., it returns to run mode).;Visual Studio
Ctrl-F5;"Runs the code without invoking the debugger. For console applications, this also arranges for the console window to stay open with a ""Press any key to continue"" prompt when the program finishes";Visual Studio
F11;Executes code one statement at a time, tracing execution into function calls;Visual Studio
Shift-F11;Executes the remaining lines of a function in which the current execution point lies;Visual Studio
F10;Executes the next line of code but does not step into any function calls;Visual Studio
Shift-F5;Available in break and run modes, this terminates the debugging session;Visual Studio
Ctrl-Alt-V, T;Displays the This window, which allows you to view the data members of the object associated with the current method;Visual Studio
Ctrl-Alt-H;Displays the Threads window to view all of the threads for the current process;Visual Studio
F9;Sets or removes a breakpoint at the current line;Visual Studio
Ctrl-F11;Displays the disassembly information for the current source file. Available only in break mode;Visual Studio
Ctrl-Alt-W, 1;Displays the Watch 1 window to view the values of variables or watch expressions;Visual Studio
Ctrl-Alt-W, 2;Displays the Watch 2 window;Visual Studio
Ctrl-Alt-W, 3;Displays the Watch 3 window;Visual Studio
Ctrl-Alt-W, 4;Displays the Watch 4 window;Visual Studio
Ctrl-Alt-P;Displays the Processes dialog, which allows you to attach or detach the debugger to one or more running processes;Visual Studio
Alt-F12;Displays the Find Symbol dialog;Visual Studio
Ctrl-F12;Displays the declaration of the selected symbol in the code;Visual Studio
F12;Displays the definition for the selected symbol in code;Visual Studio
Ctrl-Alt-F12;Displays the Find Symbol Results window;Visual Studio
Ctrl-Alt-J;Displays the Object Browser to view the classes, properties, methods, events, and constants defined either in your project or by components and type libraries referenced by your project;Visual Studio
Alt-+;Moves back to the previously selected object in the selection history of the object browser;Visual Studio
Shift-Alt-+;Moves forward to the next object in the selection history of the object browser;Visual Studio
Ctrl-Shift-M;Toggles the Command window into or out of a mode allowing text within the window to be selected;Visual Studio
Ctrl-Shift-C;Displays the Class View window;Visual Studio
Ctrl-Alt-A;Displays the Command window, which allows you to type commands that manipulate the IDE;Visual Studio
Ctrl-Alt-T;Displays the Document Outline window to view the flat or hierarchical outline of the current document;Visual Studio
Ctrl-Alt-F;Displays the Favorites window, which lists shortcuts to web pages;Visual Studio
Ctrl-Alt-O;Displays the Output window to view status messages at runtime;Visual Studio
F4;Displays the Properties window, which lists the design-time properties and events for the currently selected item;Visual Studio
Shift-F4;Displays the property pages for the item currently selected. (For example, use this to show a project's settings.);Visual Studio
Ctrl-Shift-E;Displays the Resource View window;Visual Studio
Ctrl-Alt-S;Displays the Server Explorer window, which allows you to view and manipulate database servers, event logs, message queues, web services, and many other operating system services;Visual Studio
Ctrl-Alt-R;Displays the web browser window, which allows you to view pages on the Internet;Visual Studio
Ctrl-Alt-L;Displays the Solution Explorer, which lists the projects and files in the current solution;Visual Studio
Ctrl-Alt-K;Displays the TaskList window, which displays tasks, comments, shortcuts, warnings, and error messages;Visual Studio
Ctrl-Alt-X;Displays the Toolbox, which contains controls and other items that can be dragged into editor and designer windows;Visual Studio
Ctrl-B;Toggles the selected text between bold and normal;Visual Studio
Ctrl-Shift-T;Decreases the selected paragraph by one indent unit;Visual Studio
Ctrl-T;Indents the selected paragraph by one indent unit;Visual Studio
Ctrl-I;Toggles the selected text between italic and normal;Visual Studio
Ctrl-Shift-K;Prevents an absolutely positioned element from being inadvertently moved. If the element is already locked, this unlocks it;Visual Studio
Ctrl-G;Toggles the grid;Visual Studio
Ctrl-Shift-G;Specifies that elements be aligned using an invisible grid. You can set grid spacing on the Design pane of HTML designer options in the Options dialog, and the grid will be changed the next time you open a document;Visual Studio
Ctrl-U;Toggles the selected text between underlined and normal;Visual Studio
Ctrl-Shift-L;Displays the Bookmark dialog;Visual Studio
Ctrl-J;Inserts <div></div> in the current HTML document;Visual Studio
Ctrl-L;When text is selected, displays the Hyperlink dialog;Visual Studio
Ctrl-Shift-W;Displays the Insert Image dialog;Visual Studio
Ctrl-Alt-Up Arrow;Adds one row above the current row in the table;Visual Studio
Ctrl-Alt-Down Arrow;Adds one row below the current row in the table;Visual Studio
Ctrl-Alt-Left Arrow;Adds one column to the left of the current column in the table;Visual Studio
Ctrl-Alt-Right Arrow;Adds one column to the right of the current column in the table;Visual Studio
Ctrl-Shift-Q;Toggles display of marker icons for HTML elements that do not have a visual representation, such as comments, scripts, and anchors for absolutely positioned elements;Visual Studio
Ctrl-Page Down;Switches from design view to HTML view and vice versa;Visual Studio
Ctrl-Q;Displays a 1-pixel border around HTML elements that support a BORDER attribute and have it set to zero, such as tables, table cells, and divisions;Visual Studio
Alt-F8;Displays the Macro Explorer window, which lists all available macros;Visual Studio
Alt-F11;Launches the macros IDE;Visual Studio
Ctrl-Shift-R;Places the environment in macro record mode or completes recording if already in record mode;Visual Studio
Ctrl-Shift-P;Plays back a recorded macro;Visual Studio
Ctrl+N;Create new project using the Wizard;Eclipse
Ctrl+Alt+N;Create new project, file, class, etc.;Eclipse
Alt+F, then .;Open project, file, etc.;Eclipse
Ctrl+Shift+R;Open Resource (file, folder or project);Eclipse
Alt+Enter;Show and access file properties;Eclipse
Ctrl+S;Save current file;Eclipse
Ctrl+Shift+S;Save all files;Eclipse
Ctrl+W;Close current file;Eclipse
Ctrl+Shift+W;Close all files;Eclipse
F5;Refresh content of selected element with local file system;Eclipse
F12;Jump to Editor Window;Eclipse
Ctrl+Page Down/Ctrl+Page Up;Switch to next editor / switch to previous editor;Eclipse
Ctrl+M;Maximize or un-maximize current Editor Window (also works for other Windows);Eclipse
Ctrl+E;Show list of open Editors. Use arrow keys and enter to switch;Eclipse
Ctrl+F6/Ctrl+Shift+F6;Show list of open Editors. Similar to ctrl+e but switches immediately upon release of ctrl;Eclipse
Alt+Arrow Left/Alt+Arrow Right;Go to previous / go to next Editor Window;Eclipse
Alt+-;Open Editor Window Option menu;Eclipse
Ctrl+F10;Show view menu (features available on left vertical bar: breakpoints, bookmarks, line numbers, …);Eclipse
Ctrl+F10, then n;Show or hide line numbers;Eclipse
Ctrl+Shift+Q;Show or hide the diff column on the left (indicates changes since last save);Eclipse
Home/End;Jump to beginning / jump to end of indention. Press home twice to jump to beginning of line;Eclipse
Ctrl+Home/End;Jump to beginning / jump to end of source;Eclipse
Ctrl+Arrow Right/Arrow Left;Jump one word to the left / one word to the right;Eclipse
Ctrl+Shift+Arrow Down/Arrow Up;Jump to previous / jump to next method;Eclipse
Ctrl+L;Jump to Line Number. To hide/show line numbers, press ctrl+F10 and select 'Show Line Numbers';Eclipse
Ctrl+Q;Jump to last location edited;Eclipse
Ctrl+./Ctrl+,;Jump to next / jump to previous compiler syntax warning or error;Eclipse
Ctrl+Shift+P;With a bracket selected: jump to the matching closing or opening bracket;Eclipse
Ctrl+[+]/Ctrl+- on numeric keyboard;Collapse / Expand current method or class;Eclipse
Ctrl+[/]/Ctrl+* on numeric keyboard;Collapse / Expand all methods or classes;Eclipse
Ctrl+Arrow Down/Ctrl+Arrow Up;Scroll Editor without changing cursor position;Eclipse
Alt+Page Up/Alt+Page Down;Next Sub-Tab / Previous Sub-Tab;Eclipse
Shift+Arrow Right/Arrow Left;Expand selection by one character to the left / to the right;Eclipse
Ctrl+Shift+Arrow Right/Arrow Left;Expand selection to next / previous word;Eclipse
Shift+Arrow Down/Arrow Up;Expand selection by one line down / one line up;Eclipse
Shift+End/Home;Expand selection to end / to beginning of line;Eclipse
Ctrl+A;Select all;Eclipse
Alt+Shift+Arrow Up;Expand selection to current element (e.g. current one-line expression or content within brackets);Eclipse
Alt+Shift+Arrow Left/Arrow Right;Expand selection to next / previous element;Eclipse
Alt+Shift+Arrow Down;Reduce previously expanded selection by one step;Eclipse
Ctrl+C/Ctrl+X/Ctrl+V;Cut, copy and paste;Eclipse
Ctrl+Z;Undo last action;Eclipse
Ctrl+Y;Redo last (undone) action;Eclipse
Ctrl+D;Delete Line;Eclipse
Alt+Arrow Up/Arrow Down;Move current line or selection up or down;Eclipse
Ctrl+Alt+Arrow Up/Ctrl+Alt+Arrow Down/;Duplicate current line or selection up or down;Eclipse
Ctrl+Delete;Delete next word;Eclipse
Ctrl+Backspace;Delete previous word;Eclipse
Shift+Enter;Enter line below current line;Eclipse
Shift+Ctrl+Enter;Enter line above current line;Eclipse
Insert;Switch between insert and overwrite mode;Eclipse
Shift+Ctrl+Y;Change selection to all lower case;Eclipse
Shift+Ctrl+X;Change selection to all upper case;Eclipse
Ctrl+F;Open find and replace dialog;Eclipse
Ctrl+K/Ctrl+Shift+K;Find previous / find next occurrence of search term (close find window first);Eclipse
Ctrl+H;Search Workspace (Java Search, Task Search, and File Search);Eclipse
Ctrl+J/Ctrl+Shift+J;Incremental search forward / backwards. Type search term after pressing ctrl+j, there is now search window;Eclipse
Ctrl+Shift+O;Open a resource search dialog to find any class;Eclipse
Tab/Shift+Tab;Increase / decrease indent of selected text;Eclipse
Ctrl+I;Correct indention of selected text or of current line;Eclipse
Ctrl+Shift+F;Autoformat all code in Editor using code formatter;Eclipse
Ctrl+/;Comment / uncomment line or selection ( adds '//' );Eclipse
Ctrl+Shift+/;Add Block Comment around selection ( adds '/... */' );Eclipse
Ctrl+Shift+\;Remove Block Comment;Eclipse
Alt+Shift+J;Add Element Comment ( adds '/** ... */');Eclipse
Ctrl+Space;Opens Content Assist (e.g. show available methods or field names);Eclipse
Ctrl+1;Open Quick Fix and Quick Assist;Eclipse
Alt+/;Propose word completion (after typing at least one letter). Repeatedly press alt+/ until reaching correct name;Eclipse
Ctrl+Shift+Insert;Deactivate or activate Smart Insert Mode (automatic indention, automatic brackets, etc.);Eclipse
Ctrl+O;Show code outline / structure;Eclipse
F2;Open class, method, or variable information (tooltip text);Eclipse
F3;Open Declaration: Jump to Declaration of selected class, method, or parameter;Eclipse
F4;Open Type Hierarchy window for selected item;Eclipse
Ctrl+T;Show / open Quick Type Hierarchy for selected item;Eclipse
Ctrl+Shift+T;Open Type in Hierarchy;Eclipse
Ctrl+Alt+H;Open Call Hierarchy;Eclipse
Ctrl+Shift+U;Find occurrences of expression in current file;Eclipse
Ctrl+move over method;Open Declaration or Implementation;Eclipse
Alt+Shift+R;Rename selected element and all references;Eclipse
Alt+Shift+V;Move selected element to other class or file (With complete method or class selected);Eclipse
Alt+Shift+C;Change method signature (with method name selected);Eclipse
Alt+Shift+M;Extract selection to method;Eclipse
Alt+Shift+L;Extract local variable: Create and assigns a variable from a selected expression;Eclipse
Alt+Shift+I;Inline selected local variables, methods, or constants if possible (replaces variable with its declarations/ assignment and puts it directly into the statements);Eclipse
Ctrl+F11;Save and launch application (run);Eclipse
F11;Debug;Eclipse
F5;Step Into function;Eclipse
F6;Next step (line by line);Eclipse
F7;Step out;Eclipse
F8;Skip to next Breakpoint;Eclipse
Ctrl+F7/Ctrl+Shift+F7;Switch forward / backward between views (panels). Useful for switching back and forth between Package Explorer and Editor.;Eclipse
Ctrl+F8/Ctrl+Shift+F8;Switch forward / backward between perspectives;Eclipse
Ctrl+P;Print;Eclipse
F1;Open Eclipse Help;Eclipse
Shift+F10;Show Context Menu right click with mouse;Eclipse
Ctrl+Alt+S;Synchronize with Repository;Eclipse
Ctrl+Alt+C;Commit;Eclipse
Ctrl+Alt+U;Update;Eclipse
Ctrl+Alt+D;Update to Revision;Eclipse
Ctrl+Alt+E;Merge;Eclipse
Ctrl+Alt+T;Show Properties;Eclipse
Ctrl+Alt+I;Add to svn:ignore;Eclipse
